replicate,task,model
158,math500,DeepSeek-R1-0528-Qwen3-8B
159,mmlupro,Llama-3.1-8B-Instruct
159,bbh,NVIDIA-Nemotron-Nano-9B-v2
159,medqa,Llama-3.1-8B-UltraMedical
159,korbench,Qwen2.5-Coder-7B-Instruct
159,meld,gemma-2-9b-it
159,livecodebench,Qwen3-8B
159,finqa,Fin-R1
159,math500,DeepSeek-R1-0528-Qwen3-8B
160,meld,Qwen2.5-Coder-7B-Instruct
160,medqa,Llama-3.1-8B-UltraMedical
160,mmlupro,gemma-2-9b-it
160,bbh,DeepSeek-R1-0528-Qwen3-8B
160,korbench,Llama-3.1-8B-Instruct
160,livecodebench,Qwen3-8B
160,math500,NVIDIA-Nemotron-Nano-9B-v2
160,finqa,Fin-R1
161,meld,Qwen2.5-Coder-7B-Instruct
161,medqa,Llama-3.1-8B-UltraMedical
161,mmlupro,gemma-2-9b-it
161,korbench,Llama-3.1-8B-Instruct
161,livecodebench,NVIDIA-Nemotron-Nano-9B-v2
161,finqa,Fin-R1
161,math500,DeepSeek-R1-0528-Qwen3-8B
161,bbh,Qwen3-8B
162,meld,Qwen2.5-Coder-7B-Instruct
162,medqa,Llama-3.1-8B-UltraMedical
162,mmlupro,gemma-2-9b-it
162,bbh,DeepSeek-R1-0528-Qwen3-8B
162,korbench,Llama-3.1-8B-Instruct
162,livecodebench,Qwen3-8B
162,math500,NVIDIA-Nemotron-Nano-9B-v2
162,finqa,Fin-R1
163,meld,Qwen2.5-Coder-7B-Instruct
163,bbh,NVIDIA-Nemotron-Nano-9B-v2
163,medqa,Llama-3.1-8B-Instruct
163,mmlupro,Llama-3.1-8B-UltraMedical
163,livecodebench,Qwen3-8B
163,finqa,Fin-R1
163,korbench,gemma-2-9b-it
163,math500,DeepSeek-R1-0528-Qwen3-8B
164,meld,Qwen2.5-Coder-7B-Instruct
164,medqa,Llama-3.1-8B-Instruct
164,mmlupro,gemma-2-9b-it
164,bbh,DeepSeek-R1-0528-Qwen3-8B
164,korbench,Llama-3.1-8B-UltraMedical
164,livecodebench,Qwen3-8B
164,math500,NVIDIA-Nemotron-Nano-9B-v2
164,finqa,Fin-R1
165,medqa,Llama-3.1-8B-Instruct
165,bbh,DeepSeek-R1-0528-Qwen3-8B
165,korbench,Qwen2.5-Coder-7B-Instruct
165,meld,gemma-2-9b-it
165,livecodebench,Qwen3-8B
165,math500,NVIDIA-Nemotron-Nano-9B-v2
165,finqa,Fin-R1
165,mmlupro,Llama-3.1-8B-UltraMedical
166,meld,Qwen2.5-Coder-7B-Instruct
166,medqa,Llama-3.1-8B-UltraMedical
166,mmlupro,gemma-2-9b-it
166,livecodebench,Qwen3-8B
166,bbh,Llama-3.1-8B-Instruct
166,finqa,Fin-R1
166,math500,DeepSeek-R1-0528-Qwen3-8B
166,korbench,NVIDIA-Nemotron-Nano-9B-v2
167,meld,Qwen2.5-Coder-7B-Instruct
167,medqa,Llama-3.1-8B-Instruct
167,mmlupro,gemma-2-9b-it
167,bbh,DeepSeek-R1-0528-Qwen3-8B
167,korbench,Llama-3.1-8B-UltraMedical
167,livecodebench,Qwen3-8B
167,math500,NVIDIA-Nemotron-Nano-9B-v2
167,finqa,Fin-R1
168,medqa,Llama-3.1-8B-Instruct
168,bbh,DeepSeek-R1-0528-Qwen3-8B
168,math500,Qwen3-8B
168,korbench,Qwen2.5-Coder-7B-Instruct
168,meld,gemma-2-9b-it
168,livecodebench,NVIDIA-Nemotron-Nano-9B-v2
168,finqa,Fin-R1
168,mmlupro,Llama-3.1-8B-UltraMedical
169,medqa,Llama-3.1-8B-Instruct
169,bbh,DeepSeek-R1-0528-Qwen3-8B
169,korbench,Qwen2.5-Coder-7B-Instruct
169,meld,gemma-2-9b-it
169,livecodebench,Qwen3-8B
169,math500,NVIDIA-Nemotron-Nano-9B-v2
169,finqa,Fin-R1
169,mmlupro,Llama-3.1-8B-UltraMedical
170,medqa,Llama-3.1-8B-Instruct
170,bbh,DeepSeek-R1-0528-Qwen3-8B
170,korbench,Qwen2.5-Coder-7B-Instruct
170,meld,gemma-2-9b-it
170,livecodebench,Qwen3-8B
170,math500,NVIDIA-Nemotron-Nano-9B-v2
170,finqa,Fin-R1
170,mmlupro,Llama-3.1-8B-UltraMedical
171,meld,Qwen2.5-Coder-7B-Instruct
171,medqa,Llama-3.1-8B-Instruct
171,mmlupro,gemma-2-9b-it
171,bbh,DeepSeek-R1-0528-Qwen3-8B
171,korbench,Llama-3.1-8B-UltraMedical
171,livecodebench,Qwen3-8B
171,math500,NVIDIA-Nemotron-Nano-9B-v2
171,finqa,Fin-R1
172,meld,Qwen2.5-Coder-7B-Instruct
172,medqa,Llama-3.1-8B-Instruct
172,bbh,DeepSeek-R1-0528-Qwen3-8B
172,livecodebench,Qwen3-8B
172,math500,NVIDIA-Nemotron-Nano-9B-v2
172,finqa,Fin-R1
172,korbench,gemma-2-9b-it
172,mmlupro,Llama-3.1-8B-UltraMedical
173,meld,Qwen2.5-Coder-7B-Instruct
173,medqa,Llama-3.1-8B-Instruct
173,bbh,DeepSeek-R1-0528-Qwen3-8B
173,livecodebench,Qwen3-8B
173,math500,NVIDIA-Nemotron-Nano-9B-v2
173,finqa,Fin-R1
173,korbench,gemma-2-9b-it
173,mmlupro,Llama-3.1-8B-UltraMedical
174,meld,Qwen2.5-Coder-7B-Instruct
174,bbh,NVIDIA-Nemotron-Nano-9B-v2
174,medqa,Llama-3.1-8B-Instruct
174,mmlupro,gemma-2-9b-it
174,korbench,Llama-3.1-8B-UltraMedical
174,livecodebench,Qwen3-8B
174,finqa,Fin-R1
174,math500,DeepSeek-R1-0528-Qwen3-8B
175,meld,Qwen2.5-Coder-7B-Instruct
175,bbh,NVIDIA-Nemotron-Nano-9B-v2
175,medqa,Llama-3.1-8B-UltraMedical
175,mmlupro,gemma-2-9b-it
175,korbench,Llama-3.1-8B-Instruct
175,livecodebench,Qwen3-8B
175,finqa,Fin-R1
175,math500,DeepSeek-R1-0528-Qwen3-8B
176,mmlupro,Llama-3.1-8B-Instruct
176,bbh,NVIDIA-Nemotron-Nano-9B-v2
176,medqa,Llama-3.1-8B-UltraMedical
176,korbench,Qwen2.5-Coder-7B-Instruct
176,meld,gemma-2-9b-it
176,livecodebench,Qwen3-8B
176,finqa,Fin-R1
176,math500,DeepSeek-R1-0528-Qwen3-8B
177,medqa,Llama-3.1-8B-Instruct
177,bbh,DeepSeek-R1-0528-Qwen3-8B
177,korbench,Qwen2.5-Coder-7B-Instruct
177,meld,gemma-2-9b-it
177,livecodebench,Qwen3-8B
177,math500,NVIDIA-Nemotron-Nano-9B-v2
177,finqa,Fin-R1
177,mmlupro,Llama-3.1-8B-UltraMedical
178,mmlupro,Llama-3.1-8B-Instruct
178,medqa,Llama-3.1-8B-UltraMedical
178,bbh,DeepSeek-R1-0528-Qwen3-8B
178,korbench,Qwen2.5-Coder-7B-Instruct
178,meld,gemma-2-9b-it
178,livecodebench,Qwen3-8B
178,math500,NVIDIA-Nemotron-Nano-9B-v2
178,finqa,Fin-R1
179,mmlupro,Llama-3.1-8B-Instruct
179,medqa,Llama-3.1-8B-UltraMedical
179,bbh,DeepSeek-R1-0528-Qwen3-8B
179,korbench,Qwen2.5-Coder-7B-Instruct
179,meld,gemma-2-9b-it
179,livecodebench,Qwen3-8B
179,math500,NVIDIA-Nemotron-Nano-9B-v2
179,finqa,Fin-R1
180,meld,Qwen2.5-Coder-7B-Instruct
180,bbh,NVIDIA-Nemotron-Nano-9B-v2
180,medqa,Llama-3.1-8B-Instruct
180,mmlupro,gemma-2-9b-it
180,korbench,Llama-3.1-8B-UltraMedical
180,livecodebench,Qwen3-8B
180,finqa,Fin-R1
180,math500,DeepSeek-R1-0528-Qwen3-8B
181,bbh,NVIDIA-Nemotron-Nano-9B-v2
181,medqa,Llama-3.1-8B-Instruct
181,korbench,Qwen2.5-Coder-7B-Instruct
181,meld,gemma-2-9b-it
181,livecodebench,Qwen3-8B
181,finqa,Fin-R1
181,mmlupro,Llama-3.1-8B-UltraMedical
181,math500,DeepSeek-R1-0528-Qwen3-8B
182,meld,Qwen2.5-Coder-7B-Instruct
182,medqa,Llama-3.1-8B-UltraMedical
182,mmlupro,gemma-2-9b-it
182,bbh,DeepSeek-R1-0528-Qwen3-8B
182,korbench,Llama-3.1-8B-Instruct
182,livecodebench,Qwen3-8B
182,math500,NVIDIA-Nemotron-Nano-9B-v2
182,finqa,Fin-R1
183,mmlupro,Llama-3.1-8B-Instruct
183,medqa,Llama-3.1-8B-UltraMedical
183,korbench,Qwen2.5-Coder-7B-Instruct
183,meld,gemma-2-9b-it
183,livecodebench,NVIDIA-Nemotron-Nano-9B-v2
183,finqa,Fin-R1
183,math500,DeepSeek-R1-0528-Qwen3-8B
183,bbh,Qwen3-8B
184,medqa,Llama-3.1-8B-Instruct
184,bbh,DeepSeek-R1-0528-Qwen3-8B
184,korbench,Qwen2.5-Coder-7B-Instruct
184,meld,gemma-2-9b-it
184,livecodebench,Qwen3-8B
184,math500,NVIDIA-Nemotron-Nano-9B-v2
184,finqa,Fin-R1
184,mmlupro,Llama-3.1-8B-UltraMedical
185,mmlupro,Llama-3.1-8B-Instruct
185,medqa,Llama-3.1-8B-UltraMedical
185,bbh,DeepSeek-R1-0528-Qwen3-8B
185,korbench,Qwen2.5-Coder-7B-Instruct
185,meld,gemma-2-9b-it
185,livecodebench,Qwen3-8B
185,math500,NVIDIA-Nemotron-Nano-9B-v2
185,finqa,Fin-R1
186,medqa,Llama-3.1-8B-Instruct
186,bbh,DeepSeek-R1-0528-Qwen3-8B
186,korbench,Qwen2.5-Coder-7B-Instruct
186,meld,gemma-2-9b-it
186,livecodebench,Qwen3-8B
186,math500,NVIDIA-Nemotron-Nano-9B-v2
186,finqa,Fin-R1
186,mmlupro,Llama-3.1-8B-UltraMedical
187,mmlupro,Llama-3.1-8B-Instruct
187,medqa,Llama-3.1-8B-UltraMedical
187,bbh,DeepSeek-R1-0528-Qwen3-8B
187,korbench,Qwen2.5-Coder-7B-Instruct
187,meld,gemma-2-9b-it
187,livecodebench,Qwen3-8B
187,math500,NVIDIA-Nemotron-Nano-9B-v2
187,finqa,Fin-R1
188,medqa,Llama-3.1-8B-Instruct
188,bbh,DeepSeek-R1-0528-Qwen3-8B
188,korbench,Qwen2.5-Coder-7B-Instruct
188,meld,gemma-2-9b-it
188,livecodebench,Qwen3-8B
188,math500,NVIDIA-Nemotron-Nano-9B-v2
188,finqa,Fin-R1
188,mmlupro,Llama-3.1-8B-UltraMedical
189,bbh,NVIDIA-Nemotron-Nano-9B-v2
189,medqa,Llama-3.1-8B-Instruct
189,korbench,Qwen2.5-Coder-7B-Instruct
189,meld,gemma-2-9b-it
189,livecodebench,Qwen3-8B
189,finqa,Fin-R1
189,mmlupro,Llama-3.1-8B-UltraMedical
189,math500,DeepSeek-R1-0528-Qwen3-8B
190,bbh,NVIDIA-Nemotron-Nano-9B-v2
190,medqa,Llama-3.1-8B-Instruct
190,korbench,Qwen2.5-Coder-7B-Instruct
190,meld,gemma-2-9b-it
190,livecodebench,Qwen3-8B
190,finqa,Fin-R1
190,mmlupro,Llama-3.1-8B-UltraMedical
190,math500,DeepSeek-R1-0528-Qwen3-8B
191,meld,Qwen2.5-Coder-7B-Instruct
191,medqa,Llama-3.1-8B-Instruct
191,mmlupro,gemma-2-9b-it
191,bbh,DeepSeek-R1-0528-Qwen3-8B
191,korbench,Llama-3.1-8B-UltraMedical
191,livecodebench,Qwen3-8B
191,math500,NVIDIA-Nemotron-Nano-9B-v2
191,finqa,Fin-R1
192,mmlupro,Llama-3.1-8B-Instruct
192,medqa,Llama-3.1-8B-UltraMedical
192,bbh,DeepSeek-R1-0528-Qwen3-8B
192,korbench,Qwen2.5-Coder-7B-Instruct
192,meld,gemma-2-9b-it
192,livecodebench,Qwen3-8B
192,math500,NVIDIA-Nemotron-Nano-9B-v2
192,finqa,Fin-R1
193,bbh,NVIDIA-Nemotron-Nano-9B-v2
193,medqa,Llama-3.1-8B-Instruct
193,korbench,Qwen2.5-Coder-7B-Instruct
193,meld,gemma-2-9b-it
193,livecodebench,Qwen3-8B
193,finqa,Fin-R1
193,mmlupro,Llama-3.1-8B-UltraMedical
193,math500,DeepSeek-R1-0528-Qwen3-8B
194,mmlupro,Llama-3.1-8B-Instruct
194,bbh,NVIDIA-Nemotron-Nano-9B-v2
194,medqa,Llama-3.1-8B-UltraMedical
194,korbench,Qwen2.5-Coder-7B-Instruct
194,meld,gemma-2-9b-it
194,livecodebench,Qwen3-8B
194,finqa,Fin-R1
194,math500,DeepSeek-R1-0528-Qwen3-8B
195,meld,Qwen2.5-Coder-7B-Instruct
195,bbh,NVIDIA-Nemotron-Nano-9B-v2
195,medqa,Llama-3.1-8B-Instruct
195,mmlupro,gemma-2-9b-it
195,korbench,Llama-3.1-8B-UltraMedical
195,livecodebench,Qwen3-8B
195,finqa,Fin-R1
195,math500,DeepSeek-R1-0528-Qwen3-8B
196,medqa,Llama-3.1-8B-Instruct
196,bbh,Qwen3-8B
196,korbench,Qwen2.5-Coder-7B-Instruct
196,meld,gemma-2-9b-it
196,livecodebench,NVIDIA-Nemotron-Nano-9B-v2
196,finqa,Fin-R1
196,mmlupro,Llama-3.1-8B-UltraMedical
196,math500,DeepSeek-R1-0528-Qwen3-8B
197,bbh,NVIDIA-Nemotron-Nano-9B-v2
197,medqa,Llama-3.1-8B-Instruct
197,korbench,Qwen2.5-Coder-7B-Instruct
197,meld,gemma-2-9b-it
197,livecodebench,Qwen3-8B
197,finqa,Fin-R1
197,mmlupro,Llama-3.1-8B-UltraMedical
197,math500,DeepSeek-R1-0528-Qwen3-8B
198,meld,Qwen2.5-Coder-7B-Instruct
198,medqa,Llama-3.1-8B-Instruct
198,mmlupro,gemma-2-9b-it
198,bbh,DeepSeek-R1-0528-Qwen3-8B
198,math500,Qwen3-8B
198,korbench,Llama-3.1-8B-UltraMedical
198,livecodebench,NVIDIA-Nemotron-Nano-9B-v2
198,finqa,Fin-R1
199,bbh,NVIDIA-Nemotron-Nano-9B-v2
199,medqa,Llama-3.1-8B-Instruct
199,korbench,Qwen2.5-Coder-7B-Instruct
199,meld,gemma-2-9b-it
199,livecodebench,Qwen3-8B
199,finqa,Fin-R1
199,mmlupro,Llama-3.1-8B-UltraMedical
199,math500,DeepSeek-R1-0528-Qwen3-8B
200,meld,Qwen2.5-Coder-7B-Instruct
200,bbh,NVIDIA-Nemotron-Nano-9B-v2
200,medqa,Llama-3.1-8B-Instruct
200,mmlupro,gemma-2-9b-it
200,korbench,Llama-3.1-8B-UltraMedical
200,livecodebench,Qwen3-8B
200,finqa,Fin-R1
200,math500,DeepSeek-R1-0528-Qwen3-8B
201,mmlupro,Llama-3.1-8B-Instruct
201,medqa,Llama-3.1-8B-UltraMedical
201,bbh,DeepSeek-R1-0528-Qwen3-8B
201,korbench,Qwen2.5-Coder-7B-Instruct
201,meld,gemma-2-9b-it
201,livecodebench,Qwen3-8B
201,math500,NVIDIA-Nemotron-Nano-9B-v2
201,finqa,Fin-R1
202,meld,Qwen2.5-Coder-7B-Instruct
202,medqa,Llama-3.1-8B-Instruct
202,mmlupro,gemma-2-9b-it
202,bbh,DeepSeek-R1-0528-Qwen3-8B
202,korbench,Llama-3.1-8B-UltraMedical
202,livecodebench,Qwen3-8B
202,math500,NVIDIA-Nemotron-Nano-9B-v2
202,finqa,Fin-R1
203,medqa,Llama-3.1-8B-Instruct
203,bbh,DeepSeek-R1-0528-Qwen3-8B
203,korbench,Qwen2.5-Coder-7B-Instruct
203,meld,gemma-2-9b-it
203,livecodebench,Qwen3-8B
203,math500,NVIDIA-Nemotron-Nano-9B-v2
203,finqa,Fin-R1
203,mmlupro,Llama-3.1-8B-UltraMedical
204,medqa,Llama-3.1-8B-Instruct
204,bbh,DeepSeek-R1-0528-Qwen3-8B
204,korbench,Qwen2.5-Coder-7B-Instruct
204,meld,gemma-2-9b-it
204,livecodebench,Qwen3-8B
204,math500,NVIDIA-Nemotron-Nano-9B-v2
204,finqa,Fin-R1
204,mmlupro,Llama-3.1-8B-UltraMedical
205,mmlupro,Llama-3.1-8B-Instruct
205,bbh,NVIDIA-Nemotron-Nano-9B-v2
205,medqa,Llama-3.1-8B-UltraMedical
205,korbench,Qwen2.5-Coder-7B-Instruct
205,meld,gemma-2-9b-it
205,livecodebench,Qwen3-8B
205,finqa,Fin-R1
205,math500,DeepSeek-R1-0528-Qwen3-8B
206,mmlupro,Llama-3.1-8B-Instruct
206,medqa,Llama-3.1-8B-UltraMedical
206,bbh,DeepSeek-R1-0528-Qwen3-8B
206,korbench,Qwen2.5-Coder-7B-Instruct
206,meld,gemma-2-9b-it
206,livecodebench,Qwen3-8B
206,math500,NVIDIA-Nemotron-Nano-9B-v2
206,finqa,Fin-R1
207,medqa,Llama-3.1-8B-Instruct
207,bbh,DeepSeek-R1-0528-Qwen3-8B
207,korbench,Qwen2.5-Coder-7B-Instruct
207,meld,gemma-2-9b-it
207,livecodebench,Qwen3-8B
207,math500,NVIDIA-Nemotron-Nano-9B-v2
207,finqa,Fin-R1
207,mmlupro,Llama-3.1-8B-UltraMedical
208,bbh,NVIDIA-Nemotron-Nano-9B-v2
208,medqa,Llama-3.1-8B-Instruct
208,korbench,Qwen2.5-Coder-7B-Instruct
208,meld,gemma-2-9b-it
208,livecodebench,Qwen3-8B
208,finqa,Fin-R1
208,mmlupro,Llama-3.1-8B-UltraMedical
208,math500,DeepSeek-R1-0528-Qwen3-8B
209,meld,Qwen2.5-Coder-7B-Instruct
209,medqa,Llama-3.1-8B-UltraMedical
209,mmlupro,gemma-2-9b-it
209,korbench,Llama-3.1-8B-Instruct
209,livecodebench,NVIDIA-Nemotron-Nano-9B-v2
209,finqa,Fin-R1
209,math500,DeepSeek-R1-0528-Qwen3-8B
209,bbh,Qwen3-8B
210,meld,Qwen2.5-Coder-7B-Instruct
210,bbh,NVIDIA-Nemotron-Nano-9B-v2
210,medqa,Llama-3.1-8B-Instruct
210,mmlupro,gemma-2-9b-it
210,korbench,Llama-3.1-8B-UltraMedical
210,livecodebench,Qwen3-8B
210,finqa,Fin-R1
210,math500,DeepSeek-R1-0528-Qwen3-8B
211,medqa,Llama-3.1-8B-Instruct
211,bbh,Qwen3-8B
211,korbench,Qwen2.5-Coder-7B-Instruct
211,meld,gemma-2-9b-it
211,livecodebench,NVIDIA-Nemotron-Nano-9B-v2
211,finqa,Fin-R1
211,mmlupro,Llama-3.1-8B-UltraMedical
211,math500,DeepSeek-R1-0528-Qwen3-8B
212,meld,Qwen2.5-Coder-7B-Instruct
212,medqa,Llama-3.1-8B-Instruct
212,mmlupro,gemma-2-9b-it
212,bbh,Llama-3.1-8B-UltraMedical
212,livecodebench,Qwen3-8B
212,finqa,Fin-R1
212,math500,DeepSeek-R1-0528-Qwen3-8B
212,korbench,NVIDIA-Nemotron-Nano-9B-v2
213,meld,Qwen2.5-Coder-7B-Instruct
213,medqa,Llama-3.1-8B-UltraMedical
213,mmlupro,gemma-2-9b-it
213,livecodebench,Qwen3-8B
213,bbh,Llama-3.1-8B-Instruct
213,finqa,Fin-R1
213,math500,DeepSeek-R1-0528-Qwen3-8B
213,korbench,NVIDIA-Nemotron-Nano-9B-v2
214,mmlupro,Llama-3.1-8B-Instruct
214,bbh,NVIDIA-Nemotron-Nano-9B-v2
214,medqa,Llama-3.1-8B-UltraMedical
214,korbench,Qwen2.5-Coder-7B-Instruct
214,meld,gemma-2-9b-it
214,livecodebench,Qwen3-8B
214,finqa,Fin-R1
214,math500,DeepSeek-R1-0528-Qwen3-8B
215,mmlupro,Qwen2.5-Coder-7B-Instruct
215,medqa,Llama-3.1-8B-UltraMedical
215,meld,gemma-2-9b-it
215,livecodebench,Qwen3-8B
215,bbh,Llama-3.1-8B-Instruct
215,finqa,Fin-R1
215,math500,DeepSeek-R1-0528-Qwen3-8B
215,korbench,NVIDIA-Nemotron-Nano-9B-v2
216,medqa,Llama-3.1-8B-Instruct
216,bbh,DeepSeek-R1-0528-Qwen3-8B
216,korbench,Qwen2.5-Coder-7B-Instruct
216,meld,gemma-2-9b-it
216,livecodebench,Qwen3-8B
216,math500,NVIDIA-Nemotron-Nano-9B-v2
216,finqa,Fin-R1
216,mmlupro,Llama-3.1-8B-UltraMedical
217,meld,Qwen2.5-Coder-7B-Instruct
217,medqa,Llama-3.1-8B-UltraMedical
217,mmlupro,gemma-2-9b-it
217,livecodebench,NVIDIA-Nemotron-Nano-9B-v2
217,bbh,Llama-3.1-8B-Instruct
217,finqa,Fin-R1
217,math500,DeepSeek-R1-0528-Qwen3-8B
217,korbench,Qwen3-8B
218,mmlupro,Llama-3.1-8B-Instruct
218,bbh,NVIDIA-Nemotron-Nano-9B-v2
218,medqa,Llama-3.1-8B-UltraMedical
218,korbench,Qwen2.5-Coder-7B-Instruct
218,meld,gemma-2-9b-it
218,livecodebench,Qwen3-8B
218,finqa,Fin-R1
218,math500,DeepSeek-R1-0528-Qwen3-8B
219,meld,Qwen2.5-Coder-7B-Instruct
219,bbh,NVIDIA-Nemotron-Nano-9B-v2
219,medqa,Llama-3.1-8B-Instruct
219,mmlupro,gemma-2-9b-it
219,korbench,Llama-3.1-8B-UltraMedical
219,livecodebench,Qwen3-8B
219,finqa,Fin-R1
219,math500,DeepSeek-R1-0528-Qwen3-8B
220,medqa,Llama-3.1-8B-Instruct
220,bbh,DeepSeek-R1-0528-Qwen3-8B
220,korbench,Qwen2.5-Coder-7B-Instruct
220,meld,gemma-2-9b-it
220,livecodebench,Qwen3-8B
220,math500,NVIDIA-Nemotron-Nano-9B-v2
220,finqa,Fin-R1
220,mmlupro,Llama-3.1-8B-UltraMedical
221,mmlupro,Llama-3.1-8B-Instruct
221,meld,Qwen2.5-Coder-7B-Instruct
221,medqa,Llama-3.1-8B-UltraMedical
221,livecodebench,NVIDIA-Nemotron-Nano-9B-v2
221,finqa,Fin-R1
221,korbench,gemma-2-9b-it
221,math500,DeepSeek-R1-0528-Qwen3-8B
221,bbh,Qwen3-8B
222,mmlupro,Llama-3.1-8B-Instruct
222,bbh,NVIDIA-Nemotron-Nano-9B-v2
222,medqa,Llama-3.1-8B-UltraMedical
222,korbench,Qwen2.5-Coder-7B-Instruct
222,meld,gemma-2-9b-it
222,livecodebench,Qwen3-8B
222,finqa,Fin-R1
222,math500,DeepSeek-R1-0528-Qwen3-8B
223,meld,Qwen2.5-Coder-7B-Instruct
223,medqa,Llama-3.1-8B-Instruct
223,mmlupro,gemma-2-9b-it
223,bbh,DeepSeek-R1-0528-Qwen3-8B
223,korbench,Llama-3.1-8B-UltraMedical
223,livecodebench,Qwen3-8B
223,math500,NVIDIA-Nemotron-Nano-9B-v2
223,finqa,Fin-R1
224,medqa,Llama-3.1-8B-Instruct
224,bbh,DeepSeek-R1-0528-Qwen3-8B
224,korbench,Qwen2.5-Coder-7B-Instruct
224,meld,gemma-2-9b-it
224,livecodebench,Qwen3-8B
224,math500,NVIDIA-Nemotron-Nano-9B-v2
224,finqa,Fin-R1
224,mmlupro,Llama-3.1-8B-UltraMedical
225,medqa,Llama-3.1-8B-Instruct
225,bbh,DeepSeek-R1-0528-Qwen3-8B
225,korbench,Qwen2.5-Coder-7B-Instruct
225,meld,gemma-2-9b-it
225,livecodebench,Qwen3-8B
225,math500,NVIDIA-Nemotron-Nano-9B-v2
225,finqa,Fin-R1
225,mmlupro,Llama-3.1-8B-UltraMedical
226,mmlupro,Llama-3.1-8B-Instruct
226,bbh,NVIDIA-Nemotron-Nano-9B-v2
226,medqa,Llama-3.1-8B-UltraMedical
226,korbench,Qwen2.5-Coder-7B-Instruct
226,meld,gemma-2-9b-it
226,livecodebench,Qwen3-8B
226,finqa,Fin-R1
226,math500,DeepSeek-R1-0528-Qwen3-8B
227,mmlupro,Llama-3.1-8B-Instruct
227,medqa,Llama-3.1-8B-UltraMedical
227,bbh,DeepSeek-R1-0528-Qwen3-8B
227,korbench,Qwen2.5-Coder-7B-Instruct
227,meld,gemma-2-9b-it
227,livecodebench,Qwen3-8B
227,math500,NVIDIA-Nemotron-Nano-9B-v2
227,finqa,Fin-R1
228,meld,Qwen2.5-Coder-7B-Instruct
228,medqa,Llama-3.1-8B-Instruct
228,mmlupro,gemma-2-9b-it
228,bbh,DeepSeek-R1-0528-Qwen3-8B
228,korbench,Llama-3.1-8B-UltraMedical
228,livecodebench,Qwen3-8B
228,math500,NVIDIA-Nemotron-Nano-9B-v2
228,finqa,Fin-R1
229,mmlupro,Llama-3.1-8B-Instruct
229,medqa,Llama-3.1-8B-UltraMedical
229,bbh,DeepSeek-R1-0528-Qwen3-8B
229,math500,Qwen3-8B
229,korbench,Qwen2.5-Coder-7B-Instruct
229,meld,gemma-2-9b-it
229,livecodebench,NVIDIA-Nemotron-Nano-9B-v2
229,finqa,Fin-R1
230,meld,Qwen2.5-Coder-7B-Instruct
230,medqa,Llama-3.1-8B-UltraMedical
230,mmlupro,gemma-2-9b-it
230,bbh,DeepSeek-R1-0528-Qwen3-8B
230,korbench,Llama-3.1-8B-Instruct
230,livecodebench,Qwen3-8B
230,math500,NVIDIA-Nemotron-Nano-9B-v2
230,finqa,Fin-R1
231,mmlupro,Llama-3.1-8B-Instruct
231,medqa,Llama-3.1-8B-UltraMedical
231,bbh,DeepSeek-R1-0528-Qwen3-8B
231,korbench,Qwen2.5-Coder-7B-Instruct
231,meld,gemma-2-9b-it
231,livecodebench,Qwen3-8B
231,math500,NVIDIA-Nemotron-Nano-9B-v2
231,finqa,Fin-R1
232,meld,Qwen2.5-Coder-7B-Instruct
232,medqa,Llama-3.1-8B-Instruct
232,mmlupro,gemma-2-9b-it
232,bbh,DeepSeek-R1-0528-Qwen3-8B
232,korbench,Llama-3.1-8B-UltraMedical
232,livecodebench,Qwen3-8B
232,math500,NVIDIA-Nemotron-Nano-9B-v2
232,finqa,Fin-R1
233,meld,Qwen2.5-Coder-7B-Instruct
233,bbh,NVIDIA-Nemotron-Nano-9B-v2
233,medqa,Llama-3.1-8B-UltraMedical
233,mmlupro,gemma-2-9b-it
233,korbench,Llama-3.1-8B-Instruct
233,livecodebench,Qwen3-8B
233,finqa,Fin-R1
233,math500,DeepSeek-R1-0528-Qwen3-8B
234,meld,Qwen2.5-Coder-7B-Instruct
234,bbh,NVIDIA-Nemotron-Nano-9B-v2
234,medqa,Llama-3.1-8B-Instruct
234,mmlupro,gemma-2-9b-it
234,korbench,Llama-3.1-8B-UltraMedical
234,livecodebench,Qwen3-8B
234,finqa,Fin-R1
234,math500,DeepSeek-R1-0528-Qwen3-8B
235,medqa,Llama-3.1-8B-Instruct
235,bbh,DeepSeek-R1-0528-Qwen3-8B
235,math500,Qwen3-8B
235,korbench,Qwen2.5-Coder-7B-Instruct
235,meld,gemma-2-9b-it
235,livecodebench,NVIDIA-Nemotron-Nano-9B-v2
235,finqa,Fin-R1
235,mmlupro,Llama-3.1-8B-UltraMedical
236,mmlupro,Llama-3.1-8B-Instruct
236,medqa,Llama-3.1-8B-UltraMedical
236,bbh,DeepSeek-R1-0528-Qwen3-8B
236,korbench,Qwen2.5-Coder-7B-Instruct
236,meld,gemma-2-9b-it
236,livecodebench,Qwen3-8B
236,math500,NVIDIA-Nemotron-Nano-9B-v2
236,finqa,Fin-R1
237,bbh,NVIDIA-Nemotron-Nano-9B-v2
237,medqa,Llama-3.1-8B-Instruct
237,korbench,Qwen2.5-Coder-7B-Instruct
237,meld,gemma-2-9b-it
237,livecodebench,Qwen3-8B
237,finqa,Fin-R1
237,mmlupro,Llama-3.1-8B-UltraMedical
237,math500,DeepSeek-R1-0528-Qwen3-8B
238,mmlupro,Qwen2.5-Coder-7B-Instruct
238,medqa,Llama-3.1-8B-Instruct
