replicate,task,model
158,korbench,Qwen2.5-Coder-7B-Instruct
159,mmlupro,gemma-2-9b-it
159,livecodebench,Llama-3.1-8B-UltraMedical
159,math500,DeepSeek-R1-0528-Qwen3-8B
159,bbh,NVIDIA-Nemotron-Nano-9B-v2
159,korbench,Llama-3.1-8B-Instruct
159,meld,Qwen2.5-Coder-7B-Instruct
159,finqa,Fin-R1
159,medqa,Qwen3-8B
160,mmlupro,gemma-2-9b-it
160,livecodebench,Llama-3.1-8B-UltraMedical
160,math500,NVIDIA-Nemotron-Nano-9B-v2
160,korbench,Llama-3.1-8B-Instruct
160,meld,Qwen2.5-Coder-7B-Instruct
160,finqa,Fin-R1
160,bbh,DeepSeek-R1-0528-Qwen3-8B
160,medqa,Qwen3-8B
161,mmlupro,gemma-2-9b-it
161,livecodebench,Llama-3.1-8B-UltraMedical
161,math500,NVIDIA-Nemotron-Nano-9B-v2
161,korbench,Llama-3.1-8B-Instruct
161,meld,Qwen2.5-Coder-7B-Instruct
161,finqa,Fin-R1
161,bbh,DeepSeek-R1-0528-Qwen3-8B
161,medqa,Qwen3-8B
162,mmlupro,gemma-2-9b-it
162,livecodebench,Llama-3.1-8B-UltraMedical
162,math500,NVIDIA-Nemotron-Nano-9B-v2
162,korbench,Llama-3.1-8B-Instruct
162,meld,Qwen2.5-Coder-7B-Instruct
162,finqa,Fin-R1
162,bbh,DeepSeek-R1-0528-Qwen3-8B
162,medqa,Qwen3-8B
163,mmlupro,gemma-2-9b-it
163,livecodebench,Llama-3.1-8B-UltraMedical
163,math500,DeepSeek-R1-0528-Qwen3-8B
163,bbh,NVIDIA-Nemotron-Nano-9B-v2
163,korbench,Llama-3.1-8B-Instruct
163,meld,Qwen2.5-Coder-7B-Instruct
163,finqa,Fin-R1
163,medqa,Qwen3-8B
164,mmlupro,gemma-2-9b-it
164,livecodebench,Llama-3.1-8B-UltraMedical
164,math500,DeepSeek-R1-0528-Qwen3-8B
164,bbh,NVIDIA-Nemotron-Nano-9B-v2
164,korbench,Llama-3.1-8B-Instruct
164,meld,Qwen2.5-Coder-7B-Instruct
164,finqa,Fin-R1
164,medqa,Qwen3-8B
165,mmlupro,gemma-2-9b-it
165,finqa,NVIDIA-Nemotron-Nano-9B-v2
165,math500,Qwen3-8B
165,korbench,Fin-R1
165,livecodebench,Llama-3.1-8B-UltraMedical
165,meld,Qwen2.5-Coder-7B-Instruct
165,bbh,DeepSeek-R1-0528-Qwen3-8B
165,medqa,Llama-3.1-8B-Instruct
166,mmlupro,gemma-2-9b-it
166,livecodebench,Llama-3.1-8B-UltraMedical
166,math500,DeepSeek-R1-0528-Qwen3-8B
166,bbh,NVIDIA-Nemotron-Nano-9B-v2
166,korbench,Llama-3.1-8B-Instruct
166,meld,Qwen2.5-Coder-7B-Instruct
166,finqa,Fin-R1
166,medqa,Qwen3-8B
167,mmlupro,gemma-2-9b-it
167,livecodebench,Llama-3.1-8B-UltraMedical
167,math500,NVIDIA-Nemotron-Nano-9B-v2
167,korbench,Llama-3.1-8B-Instruct
167,meld,Qwen2.5-Coder-7B-Instruct
167,finqa,Fin-R1
167,bbh,DeepSeek-R1-0528-Qwen3-8B
167,medqa,Qwen3-8B
168,mmlupro,Qwen2.5-Coder-7B-Instruct
168,livecodebench,Llama-3.1-8B-UltraMedical
168,math500,NVIDIA-Nemotron-Nano-9B-v2
168,meld,gemma-2-9b-it
168,korbench,Llama-3.1-8B-Instruct
168,bbh,DeepSeek-R1-0528-Qwen3-8B
168,finqa,Fin-R1
168,medqa,Qwen3-8B
169,mmlupro,Llama-3.1-8B-Instruct
169,korbench,Qwen2.5-Coder-7B-Instruct
169,livecodebench,Llama-3.1-8B-UltraMedical
169,math500,NVIDIA-Nemotron-Nano-9B-v2
169,meld,gemma-2-9b-it
169,bbh,DeepSeek-R1-0528-Qwen3-8B
169,finqa,Fin-R1
169,medqa,Qwen3-8B
170,mmlupro,gemma-2-9b-it
170,livecodebench,Llama-3.1-8B-UltraMedical
170,math500,DeepSeek-R1-0528-Qwen3-8B
170,bbh,NVIDIA-Nemotron-Nano-9B-v2
170,korbench,Llama-3.1-8B-Instruct
170,meld,Qwen2.5-Coder-7B-Instruct
170,finqa,Fin-R1
170,medqa,Qwen3-8B
171,mmlupro,gemma-2-9b-it
171,livecodebench,Llama-3.1-8B-UltraMedical
171,math500,DeepSeek-R1-0528-Qwen3-8B
171,bbh,NVIDIA-Nemotron-Nano-9B-v2
171,korbench,Llama-3.1-8B-Instruct
171,meld,Qwen2.5-Coder-7B-Instruct
171,finqa,Fin-R1
171,medqa,Qwen3-8B
172,mmlupro,gemma-2-9b-it
172,livecodebench,Llama-3.1-8B-UltraMedical
172,math500,NVIDIA-Nemotron-Nano-9B-v2
172,korbench,Llama-3.1-8B-Instruct
172,meld,Qwen2.5-Coder-7B-Instruct
172,finqa,Fin-R1
172,bbh,DeepSeek-R1-0528-Qwen3-8B
172,medqa,Qwen3-8B
173,mmlupro,gemma-2-9b-it
173,korbench,Fin-R1
173,livecodebench,Llama-3.1-8B-UltraMedical
173,math500,NVIDIA-Nemotron-Nano-9B-v2
173,meld,Qwen2.5-Coder-7B-Instruct
173,bbh,DeepSeek-R1-0528-Qwen3-8B
173,finqa,Qwen3-8B
173,medqa,Llama-3.1-8B-Instruct
174,mmlupro,gemma-2-9b-it
174,livecodebench,Llama-3.1-8B-UltraMedical
174,math500,DeepSeek-R1-0528-Qwen3-8B
174,bbh,NVIDIA-Nemotron-Nano-9B-v2
174,korbench,Llama-3.1-8B-Instruct
174,meld,Qwen2.5-Coder-7B-Instruct
174,finqa,Fin-R1
174,medqa,Qwen3-8B
175,mmlupro,gemma-2-9b-it
175,livecodebench,Llama-3.1-8B-UltraMedical
175,math500,DeepSeek-R1-0528-Qwen3-8B
175,bbh,NVIDIA-Nemotron-Nano-9B-v2
175,korbench,Llama-3.1-8B-Instruct
175,meld,Qwen2.5-Coder-7B-Instruct
175,finqa,Fin-R1
175,medqa,Qwen3-8B
176,mmlupro,Llama-3.1-8B-Instruct
176,medqa,Qwen3-8B
176,livecodebench,Llama-3.1-8B-UltraMedical
176,meld,gemma-2-9b-it
176,math500,DeepSeek-R1-0528-Qwen3-8B
176,bbh,NVIDIA-Nemotron-Nano-9B-v2
176,finqa,Fin-R1
176,korbench,Qwen2.5-Coder-7B-Instruct
177,mmlupro,gemma-2-9b-it
177,livecodebench,Llama-3.1-8B-UltraMedical
177,math500,NVIDIA-Nemotron-Nano-9B-v2
177,korbench,Llama-3.1-8B-Instruct
177,meld,Qwen2.5-Coder-7B-Instruct
177,finqa,Fin-R1
177,bbh,DeepSeek-R1-0528-Qwen3-8B
177,medqa,Qwen3-8B
178,mmlupro,gemma-2-9b-it
178,livecodebench,Llama-3.1-8B-UltraMedical
178,math500,NVIDIA-Nemotron-Nano-9B-v2
178,korbench,Llama-3.1-8B-Instruct
178,meld,Qwen2.5-Coder-7B-Instruct
178,finqa,Fin-R1
178,bbh,DeepSeek-R1-0528-Qwen3-8B
178,medqa,Qwen3-8B
179,mmlupro,gemma-2-9b-it
179,livecodebench,Llama-3.1-8B-UltraMedical
179,math500,DeepSeek-R1-0528-Qwen3-8B
179,bbh,NVIDIA-Nemotron-Nano-9B-v2
179,korbench,Llama-3.1-8B-Instruct
179,meld,Qwen2.5-Coder-7B-Instruct
179,finqa,Fin-R1
179,medqa,Qwen3-8B
180,mmlupro,gemma-2-9b-it
180,livecodebench,Llama-3.1-8B-UltraMedical
180,math500,DeepSeek-R1-0528-Qwen3-8B
180,bbh,NVIDIA-Nemotron-Nano-9B-v2
180,korbench,Llama-3.1-8B-Instruct
180,meld,Qwen2.5-Coder-7B-Instruct
180,finqa,Fin-R1
180,medqa,Qwen3-8B
181,mmlupro,Qwen2.5-Coder-7B-Instruct
181,livecodebench,Llama-3.1-8B-UltraMedical
181,meld,gemma-2-9b-it
181,math500,DeepSeek-R1-0528-Qwen3-8B
181,bbh,NVIDIA-Nemotron-Nano-9B-v2
181,korbench,Llama-3.1-8B-Instruct
181,finqa,Fin-R1
181,medqa,Qwen3-8B
182,mmlupro,gemma-2-9b-it
182,livecodebench,Llama-3.1-8B-UltraMedical
182,math500,NVIDIA-Nemotron-Nano-9B-v2
182,korbench,Llama-3.1-8B-Instruct
182,meld,Qwen2.5-Coder-7B-Instruct
182,finqa,Fin-R1
182,bbh,DeepSeek-R1-0528-Qwen3-8B
182,medqa,Qwen3-8B
183,mmlupro,Qwen2.5-Coder-7B-Instruct
183,livecodebench,Llama-3.1-8B-UltraMedical
183,meld,gemma-2-9b-it
183,math500,DeepSeek-R1-0528-Qwen3-8B
183,bbh,NVIDIA-Nemotron-Nano-9B-v2
183,korbench,Llama-3.1-8B-Instruct
183,finqa,Fin-R1
183,medqa,Qwen3-8B
184,mmlupro,gemma-2-9b-it
184,livecodebench,Llama-3.1-8B-UltraMedical
184,math500,NVIDIA-Nemotron-Nano-9B-v2
184,korbench,Llama-3.1-8B-Instruct
184,meld,Qwen2.5-Coder-7B-Instruct
184,finqa,Fin-R1
184,bbh,DeepSeek-R1-0528-Qwen3-8B
184,medqa,Qwen3-8B
185,medqa,NVIDIA-Nemotron-Nano-9B-v2
185,mmlupro,gemma-2-9b-it
185,math500,Qwen3-8B
185,livecodebench,Llama-3.1-8B-UltraMedical
185,korbench,Llama-3.1-8B-Instruct
185,meld,Qwen2.5-Coder-7B-Instruct
185,finqa,Fin-R1
185,bbh,DeepSeek-R1-0528-Qwen3-8B
186,mmlupro,Qwen2.5-Coder-7B-Instruct
186,livecodebench,Llama-3.1-8B-UltraMedical
186,meld,gemma-2-9b-it
186,math500,DeepSeek-R1-0528-Qwen3-8B
186,bbh,NVIDIA-Nemotron-Nano-9B-v2
186,korbench,Llama-3.1-8B-Instruct
186,finqa,Fin-R1
186,medqa,Qwen3-8B
187,mmlupro,gemma-2-9b-it
187,livecodebench,Llama-3.1-8B-UltraMedical
187,math500,NVIDIA-Nemotron-Nano-9B-v2
187,korbench,Llama-3.1-8B-Instruct
187,meld,Qwen2.5-Coder-7B-Instruct
187,finqa,Fin-R1
187,bbh,DeepSeek-R1-0528-Qwen3-8B
187,medqa,Qwen3-8B
188,mmlupro,Qwen2.5-Coder-7B-Instruct
188,livecodebench,Llama-3.1-8B-UltraMedical
188,math500,NVIDIA-Nemotron-Nano-9B-v2
188,meld,gemma-2-9b-it
188,korbench,Llama-3.1-8B-Instruct
188,bbh,DeepSeek-R1-0528-Qwen3-8B
188,finqa,Fin-R1
188,medqa,Qwen3-8B
189,mmlupro,Llama-3.1-8B-Instruct
189,medqa,NVIDIA-Nemotron-Nano-9B-v2
189,math500,Qwen3-8B
189,livecodebench,Llama-3.1-8B-UltraMedical
189,meld,gemma-2-9b-it
189,bbh,DeepSeek-R1-0528-Qwen3-8B
189,finqa,Fin-R1
189,korbench,Qwen2.5-Coder-7B-Instruct
190,mmlupro,gemma-2-9b-it
190,livecodebench,Llama-3.1-8B-UltraMedical
190,math500,DeepSeek-R1-0528-Qwen3-8B
190,bbh,NVIDIA-Nemotron-Nano-9B-v2
190,korbench,Llama-3.1-8B-Instruct
190,meld,Qwen2.5-Coder-7B-Instruct
190,finqa,Fin-R1
190,medqa,Qwen3-8B
191,mmlupro,gemma-2-9b-it
191,livecodebench,Llama-3.1-8B-UltraMedical
191,math500,NVIDIA-Nemotron-Nano-9B-v2
191,korbench,Llama-3.1-8B-Instruct
191,meld,Qwen2.5-Coder-7B-Instruct
191,finqa,Fin-R1
191,bbh,DeepSeek-R1-0528-Qwen3-8B
191,medqa,Qwen3-8B
192,mmlupro,gemma-2-9b-it
192,livecodebench,Llama-3.1-8B-UltraMedical
192,math500,NVIDIA-Nemotron-Nano-9B-v2
192,korbench,Llama-3.1-8B-Instruct
192,meld,Qwen2.5-Coder-7B-Instruct
192,finqa,Fin-R1
192,bbh,DeepSeek-R1-0528-Qwen3-8B
192,medqa,Qwen3-8B
193,mmlupro,gemma-2-9b-it
193,livecodebench,Llama-3.1-8B-UltraMedical
193,math500,DeepSeek-R1-0528-Qwen3-8B
193,bbh,NVIDIA-Nemotron-Nano-9B-v2
193,korbench,Llama-3.1-8B-Instruct
193,meld,Qwen2.5-Coder-7B-Instruct
193,finqa,Fin-R1
193,medqa,Qwen3-8B
194,mmlupro,gemma-2-9b-it
194,livecodebench,Llama-3.1-8B-UltraMedical
194,math500,DeepSeek-R1-0528-Qwen3-8B
194,bbh,NVIDIA-Nemotron-Nano-9B-v2
194,korbench,Llama-3.1-8B-Instruct
194,meld,Qwen2.5-Coder-7B-Instruct
194,finqa,Fin-R1
194,medqa,Qwen3-8B
195,mmlupro,gemma-2-9b-it
195,livecodebench,Llama-3.1-8B-UltraMedical
195,math500,DeepSeek-R1-0528-Qwen3-8B
195,bbh,NVIDIA-Nemotron-Nano-9B-v2
195,korbench,Llama-3.1-8B-Instruct
195,meld,Qwen2.5-Coder-7B-Instruct
195,finqa,Fin-R1
195,medqa,Qwen3-8B
196,mmlupro,Llama-3.1-8B-Instruct
196,korbench,Qwen2.5-Coder-7B-Instruct
196,livecodebench,Llama-3.1-8B-UltraMedical
196,math500,NVIDIA-Nemotron-Nano-9B-v2
196,meld,gemma-2-9b-it
196,bbh,DeepSeek-R1-0528-Qwen3-8B
196,finqa,Fin-R1
196,medqa,Qwen3-8B
197,mmlupro,gemma-2-9b-it
197,livecodebench,Llama-3.1-8B-UltraMedical
197,math500,DeepSeek-R1-0528-Qwen3-8B
197,bbh,NVIDIA-Nemotron-Nano-9B-v2
197,korbench,Llama-3.1-8B-Instruct
197,meld,Qwen2.5-Coder-7B-Instruct
197,finqa,Fin-R1
197,medqa,Qwen3-8B
198,medqa,NVIDIA-Nemotron-Nano-9B-v2
198,mmlupro,gemma-2-9b-it
198,math500,Qwen3-8B
198,livecodebench,Llama-3.1-8B-UltraMedical
198,korbench,Llama-3.1-8B-Instruct
198,meld,Qwen2.5-Coder-7B-Instruct
198,finqa,Fin-R1
198,bbh,DeepSeek-R1-0528-Qwen3-8B
199,mmlupro,Qwen2.5-Coder-7B-Instruct
199,livecodebench,Llama-3.1-8B-UltraMedical
199,meld,gemma-2-9b-it
199,math500,DeepSeek-R1-0528-Qwen3-8B
199,bbh,NVIDIA-Nemotron-Nano-9B-v2
199,korbench,Llama-3.1-8B-Instruct
199,finqa,Fin-R1
199,medqa,Qwen3-8B
200,mmlupro,gemma-2-9b-it
200,livecodebench,Llama-3.1-8B-UltraMedical
200,math500,DeepSeek-R1-0528-Qwen3-8B
200,bbh,NVIDIA-Nemotron-Nano-9B-v2
200,korbench,Llama-3.1-8B-Instruct
200,meld,Qwen2.5-Coder-7B-Instruct
200,finqa,Fin-R1
200,medqa,Qwen3-8B
201,mmlupro,Llama-3.1-8B-Instruct
201,korbench,Qwen2.5-Coder-7B-Instruct
201,livecodebench,Llama-3.1-8B-UltraMedical
201,math500,NVIDIA-Nemotron-Nano-9B-v2
201,meld,gemma-2-9b-it
201,bbh,DeepSeek-R1-0528-Qwen3-8B
201,finqa,Fin-R1
201,medqa,Qwen3-8B
202,mmlupro,gemma-2-9b-it
202,livecodebench,Llama-3.1-8B-UltraMedical
202,math500,NVIDIA-Nemotron-Nano-9B-v2
202,korbench,Llama-3.1-8B-Instruct
202,meld,Qwen2.5-Coder-7B-Instruct
202,finqa,Fin-R1
202,bbh,DeepSeek-R1-0528-Qwen3-8B
202,medqa,Qwen3-8B
203,mmlupro,gemma-2-9b-it
203,livecodebench,Llama-3.1-8B-UltraMedical
203,math500,NVIDIA-Nemotron-Nano-9B-v2
203,korbench,Llama-3.1-8B-Instruct
203,meld,Qwen2.5-Coder-7B-Instruct
203,finqa,Fin-R1
203,bbh,DeepSeek-R1-0528-Qwen3-8B
203,medqa,Qwen3-8B
204,medqa,NVIDIA-Nemotron-Nano-9B-v2
204,mmlupro,gemma-2-9b-it
204,math500,Qwen3-8B
204,livecodebench,Llama-3.1-8B-UltraMedical
204,korbench,Llama-3.1-8B-Instruct
204,meld,Qwen2.5-Coder-7B-Instruct
204,finqa,Fin-R1
204,bbh,DeepSeek-R1-0528-Qwen3-8B
205,mmlupro,gemma-2-9b-it
205,livecodebench,Llama-3.1-8B-UltraMedical
205,math500,DeepSeek-R1-0528-Qwen3-8B
205,bbh,NVIDIA-Nemotron-Nano-9B-v2
205,korbench,Llama-3.1-8B-Instruct
205,meld,Qwen2.5-Coder-7B-Instruct
205,finqa,Fin-R1
205,medqa,Qwen3-8B
206,mmlupro,gemma-2-9b-it
206,livecodebench,Llama-3.1-8B-UltraMedical
206,math500,NVIDIA-Nemotron-Nano-9B-v2
206,korbench,Llama-3.1-8B-Instruct
206,meld,Qwen2.5-Coder-7B-Instruct
206,finqa,Fin-R1
206,bbh,DeepSeek-R1-0528-Qwen3-8B
206,medqa,Qwen3-8B
207,mmlupro,Qwen2.5-Coder-7B-Instruct
207,livecodebench,Llama-3.1-8B-UltraMedical
207,math500,NVIDIA-Nemotron-Nano-9B-v2
207,meld,gemma-2-9b-it
207,korbench,Llama-3.1-8B-Instruct
207,bbh,DeepSeek-R1-0528-Qwen3-8B
207,finqa,Fin-R1
207,medqa,Qwen3-8B
208,mmlupro,Qwen2.5-Coder-7B-Instruct
208,livecodebench,Llama-3.1-8B-UltraMedical
208,meld,gemma-2-9b-it
208,math500,DeepSeek-R1-0528-Qwen3-8B
208,bbh,NVIDIA-Nemotron-Nano-9B-v2
208,korbench,Llama-3.1-8B-Instruct
208,finqa,Fin-R1
208,medqa,Qwen3-8B
209,mmlupro,gemma-2-9b-it
209,livecodebench,Llama-3.1-8B-UltraMedical
209,math500,NVIDIA-Nemotron-Nano-9B-v2
209,korbench,Llama-3.1-8B-Instruct
209,meld,Qwen2.5-Coder-7B-Instruct
209,finqa,Fin-R1
209,bbh,DeepSeek-R1-0528-Qwen3-8B
209,medqa,Qwen3-8B
210,mmlupro,gemma-2-9b-it
210,livecodebench,Llama-3.1-8B-UltraMedical
210,math500,DeepSeek-R1-0528-Qwen3-8B
210,bbh,NVIDIA-Nemotron-Nano-9B-v2
210,korbench,Llama-3.1-8B-Instruct
210,meld,Qwen2.5-Coder-7B-Instruct
210,finqa,Fin-R1
210,medqa,Qwen3-8B
211,mmlupro,Llama-3.1-8B-Instruct
211,medqa,Qwen3-8B
211,livecodebench,Llama-3.1-8B-UltraMedical
211,meld,gemma-2-9b-it
211,math500,DeepSeek-R1-0528-Qwen3-8B
211,bbh,NVIDIA-Nemotron-Nano-9B-v2
211,finqa,Fin-R1
211,korbench,Qwen2.5-Coder-7B-Instruct
212,mmlupro,gemma-2-9b-it
212,livecodebench,Llama-3.1-8B-UltraMedical
212,math500,DeepSeek-R1-0528-Qwen3-8B
212,bbh,NVIDIA-Nemotron-Nano-9B-v2
212,korbench,Llama-3.1-8B-Instruct
212,meld,Qwen2.5-Coder-7B-Instruct
212,finqa,Fin-R1
212,medqa,Qwen3-8B
213,medqa,NVIDIA-Nemotron-Nano-9B-v2
213,mmlupro,gemma-2-9b-it
213,math500,Qwen3-8B
213,livecodebench,Llama-3.1-8B-UltraMedical
213,korbench,Llama-3.1-8B-Instruct
213,meld,Qwen2.5-Coder-7B-Instruct
213,finqa,Fin-R1
213,bbh,DeepSeek-R1-0528-Qwen3-8B
214,mmlupro,gemma-2-9b-it
214,medqa,DeepSeek-R1-0528-Qwen3-8B
214,math500,Qwen3-8B
214,livecodebench,Llama-3.1-8B-UltraMedical
214,bbh,NVIDIA-Nemotron-Nano-9B-v2
214,korbench,Llama-3.1-8B-Instruct
214,meld,Qwen2.5-Coder-7B-Instruct
214,finqa,Fin-R1
215,mmlupro,gemma-2-9b-it
215,livecodebench,Llama-3.1-8B-UltraMedical
215,math500,DeepSeek-R1-0528-Qwen3-8B
215,bbh,NVIDIA-Nemotron-Nano-9B-v2
215,korbench,Llama-3.1-8B-Instruct
215,meld,Qwen2.5-Coder-7B-Instruct
215,finqa,Fin-R1
215,medqa,Qwen3-8B
216,mmlupro,Llama-3.1-8B-Instruct
216,medqa,NVIDIA-Nemotron-Nano-9B-v2
216,math500,Qwen3-8B
216,livecodebench,Llama-3.1-8B-UltraMedical
216,meld,gemma-2-9b-it
216,bbh,DeepSeek-R1-0528-Qwen3-8B
216,finqa,Fin-R1
216,korbench,Qwen2.5-Coder-7B-Instruct
217,mmlupro,gemma-2-9b-it
217,livecodebench,Llama-3.1-8B-UltraMedical
217,math500,DeepSeek-R1-0528-Qwen3-8B
217,bbh,NVIDIA-Nemotron-Nano-9B-v2
217,korbench,Llama-3.1-8B-Instruct
217,meld,Qwen2.5-Coder-7B-Instruct
217,finqa,Fin-R1
217,medqa,Qwen3-8B
218,mmlupro,Qwen2.5-Coder-7B-Instruct
218,livecodebench,Llama-3.1-8B-UltraMedical
218,meld,gemma-2-9b-it
218,math500,DeepSeek-R1-0528-Qwen3-8B
218,bbh,NVIDIA-Nemotron-Nano-9B-v2
218,korbench,Llama-3.1-8B-Instruct
218,finqa,Fin-R1
218,medqa,Qwen3-8B
219,mmlupro,gemma-2-9b-it
219,livecodebench,Llama-3.1-8B-UltraMedical
219,math500,DeepSeek-R1-0528-Qwen3-8B
219,bbh,NVIDIA-Nemotron-Nano-9B-v2
219,korbench,Llama-3.1-8B-Instruct
219,meld,Qwen2.5-Coder-7B-Instruct
219,finqa,Fin-R1
219,medqa,Qwen3-8B
220,mmlupro,Qwen2.5-Coder-7B-Instruct
220,livecodebench,Llama-3.1-8B-UltraMedical
220,math500,NVIDIA-Nemotron-Nano-9B-v2
220,meld,gemma-2-9b-it
220,korbench,Llama-3.1-8B-Instruct
220,bbh,DeepSeek-R1-0528-Qwen3-8B
220,finqa,Fin-R1
220,medqa,Qwen3-8B
221,mmlupro,gemma-2-9b-it
221,livecodebench,Llama-3.1-8B-UltraMedical
221,math500,NVIDIA-Nemotron-Nano-9B-v2
221,korbench,Llama-3.1-8B-Instruct
221,meld,Qwen2.5-Coder-7B-Instruct
221,finqa,Fin-R1
221,bbh,DeepSeek-R1-0528-Qwen3-8B
221,medqa,Qwen3-8B
222,mmlupro,gemma-2-9b-it
222,livecodebench,Llama-3.1-8B-UltraMedical
222,math500,DeepSeek-R1-0528-Qwen3-8B
222,bbh,NVIDIA-Nemotron-Nano-9B-v2
222,korbench,Llama-3.1-8B-Instruct
222,meld,Qwen2.5-Coder-7B-Instruct
222,finqa,Fin-R1
222,medqa,Qwen3-8B
223,mmlupro,gemma-2-9b-it
223,livecodebench,Llama-3.1-8B-UltraMedical
223,math500,NVIDIA-Nemotron-Nano-9B-v2
223,korbench,Llama-3.1-8B-Instruct
223,meld,Qwen2.5-Coder-7B-Instruct
223,finqa,Fin-R1
223,bbh,DeepSeek-R1-0528-Qwen3-8B
223,medqa,Qwen3-8B
224,mmlupro,Llama-3.1-8B-Instruct
224,korbench,Qwen2.5-Coder-7B-Instruct
224,livecodebench,Llama-3.1-8B-UltraMedical
224,math500,NVIDIA-Nemotron-Nano-9B-v2
224,meld,gemma-2-9b-it
224,bbh,DeepSeek-R1-0528-Qwen3-8B
224,finqa,Fin-R1
224,medqa,Qwen3-8B
225,medqa,DeepSeek-R1-0528-Qwen3-8B
225,math500,Qwen3-8B
225,mmlupro,Qwen2.5-Coder-7B-Instruct
225,livecodebench,Llama-3.1-8B-UltraMedical
225,meld,gemma-2-9b-it
225,bbh,NVIDIA-Nemotron-Nano-9B-v2
225,korbench,Llama-3.1-8B-Instruct
225,finqa,Fin-R1
226,mmlupro,Llama-3.1-8B-Instruct
226,medqa,Qwen3-8B
226,livecodebench,Llama-3.1-8B-UltraMedical
226,meld,gemma-2-9b-it
226,math500,DeepSeek-R1-0528-Qwen3-8B
226,bbh,NVIDIA-Nemotron-Nano-9B-v2
226,finqa,Fin-R1
226,korbench,Qwen2.5-Coder-7B-Instruct
227,mmlupro,Qwen2.5-Coder-7B-Instruct
227,livecodebench,Llama-3.1-8B-UltraMedical
227,math500,NVIDIA-Nemotron-Nano-9B-v2
227,meld,gemma-2-9b-it
227,korbench,Llama-3.1-8B-Instruct
227,bbh,DeepSeek-R1-0528-Qwen3-8B
227,finqa,Fin-R1
227,medqa,Qwen3-8B
228,mmlupro,gemma-2-9b-it
228,livecodebench,Llama-3.1-8B-UltraMedical
228,math500,NVIDIA-Nemotron-Nano-9B-v2
228,korbench,Llama-3.1-8B-Instruct
228,meld,Qwen2.5-Coder-7B-Instruct
228,finqa,Fin-R1
228,bbh,DeepSeek-R1-0528-Qwen3-8B
228,medqa,Qwen3-8B
229,mmlupro,Llama-3.1-8B-Instruct
229,medqa,Qwen3-8B
229,livecodebench,Llama-3.1-8B-UltraMedical
229,meld,gemma-2-9b-it
229,math500,DeepSeek-R1-0528-Qwen3-8B
229,bbh,NVIDIA-Nemotron-Nano-9B-v2
229,finqa,Fin-R1
229,korbench,Qwen2.5-Coder-7B-Instruct
230,mmlupro,gemma-2-9b-it
230,livecodebench,Llama-3.1-8B-UltraMedical
230,math500,NVIDIA-Nemotron-Nano-9B-v2
230,korbench,Llama-3.1-8B-Instruct
230,meld,Qwen2.5-Coder-7B-Instruct
230,finqa,Fin-R1
230,bbh,DeepSeek-R1-0528-Qwen3-8B
230,medqa,Qwen3-8B
231,finqa,NVIDIA-Nemotron-Nano-9B-v2
231,livecodebench,Llama-3.1-8B-Instruct
231,bbh,Qwen3-8B
231,medqa,Llama-3.1-8B-UltraMedical
231,meld,gemma-2-9b-it
231,math500,DeepSeek-R1-0528-Qwen3-8B
231,mmlupro,Fin-R1
231,korbench,Qwen2.5-Coder-7B-Instruct
232,mmlupro,gemma-2-9b-it
232,livecodebench,Llama-3.1-8B-UltraMedical
232,math500,NVIDIA-Nemotron-Nano-9B-v2
232,korbench,Llama-3.1-8B-Instruct
232,meld,Qwen2.5-Coder-7B-Instruct
232,finqa,Fin-R1
232,bbh,DeepSeek-R1-0528-Qwen3-8B
232,medqa,Qwen3-8B
233,mmlupro,NVIDIA-Nemotron-Nano-9B-v2
233,livecodebench,Llama-3.1-8B-Instruct
233,bbh,Qwen3-8B
233,medqa,Llama-3.1-8B-UltraMedical
233,korbench,gemma-2-9b-it
233,math500,DeepSeek-R1-0528-Qwen3-8B
233,meld,Qwen2.5-Coder-7B-Instruct
233,finqa,Fin-R1
234,mmlupro,gemma-2-9b-it
234,korbench,Fin-R1
234,livecodebench,Llama-3.1-8B-UltraMedical
234,math500,DeepSeek-R1-0528-Qwen3-8B
234,bbh,NVIDIA-Nemotron-Nano-9B-v2
234,meld,Qwen2.5-Coder-7B-Instruct
234,finqa,Qwen3-8B
234,medqa,Llama-3.1-8B-Instruct
235,korbench,Qwen2.5-Coder-7B-Instruct
235,mmlupro,gemma-2-9b-it
235,meld,Llama-3.1-8B-Instruct
235,livecodebench,Llama-3.1-8B-UltraMedical
235,math500,NVIDIA-Nemotron-Nano-9B-v2
235,bbh,DeepSeek-R1-0528-Qwen3-8B
235,finqa,Fin-R1
235,medqa,Qwen3-8B
236,mmlupro,Llama-3.1-8B-Instruct
236,korbench,Qwen2.5-Coder-7B-Instruct
236,livecodebench,Llama-3.1-8B-UltraMedical
236,math500,NVIDIA-Nemotron-Nano-9B-v2
236,meld,gemma-2-9b-it
236,bbh,DeepSeek-R1-0528-Qwen3-8B
236,finqa,Fin-R1
236,medqa,Qwen3-8B
237,mmlupro,gemma-2-9b-it
237,livecodebench,Llama-3.1-8B-Instruct
237,math500,DeepSeek-R1-0528-Qwen3-8B
237,bbh,NVIDIA-Nemotron-Nano-9B-v2
237,meld,Qwen2.5-Coder-7B-Instruct
237,finqa,Fin-R1
237,korbench,Llama-3.1-8B-UltraMedical
237,medqa,Qwen3-8B
238,mmlupro,gemma-2-9b-it
238,livecodebench,Llama-3.1-8B-UltraMedical
