dataset,record_index,split
medqa,819,train
medqa,1014,train
medqa,930,train
medqa,611,train
medqa,1075,train
medqa,1057,train
medqa,181,train
medqa,971,train
medqa,986,train
medqa,620,train
medqa,1179,train
medqa,285,train
medqa,587,train
medqa,641,train
medqa,963,train
medqa,396,train
medqa,104,train
medqa,1092,train
medqa,1259,train
medqa,985,train
medqa,622,train
medqa,499,train
medqa,439,train
medqa,893,train
medqa,207,train
medqa,635,train
medqa,989,train
medqa,27,train
medqa,1173,train
medqa,801,train
medqa,405,train
medqa,959,train
medqa,712,train
medqa,948,train
medqa,815,train
medqa,411,train
medqa,120,train
medqa,629,train
medqa,669,train
medqa,197,train
medqa,5,train
medqa,1146,train
medqa,487,train
medqa,1112,train
medqa,158,train
medqa,761,train
medqa,78,train
medqa,91,train
medqa,752,train
medqa,649,train
medqa,1156,train
medqa,209,train
medqa,1221,train
medqa,623,train
medqa,850,train
medqa,923,train
medqa,1185,train
medqa,74,train
medqa,1229,train
medqa,926,train
medqa,828,train
medqa,54,train
medqa,275,train
medqa,123,train
medqa,708,train
medqa,1210,train
medqa,928,train
medqa,124,train
medqa,370,train
medqa,527,train
medqa,681,train
medqa,1044,train
medqa,329,train
medqa,943,train
medqa,398,train
medqa,914,train
medqa,729,train
medqa,888,train
medqa,1037,train
medqa,965,train
medqa,456,train
medqa,877,train
medqa,175,train
medqa,251,train
medqa,759,train
medqa,878,train
medqa,769,train
medqa,260,train
medqa,871,train
medqa,359,train
medqa,65,train
medqa,228,train
medqa,972,train
medqa,1107,train
medqa,1019,train
medqa,361,train
medqa,182,train
medqa,205,train
medqa,949,train
medqa,468,train
medqa,1051,train
medqa,349,train
medqa,271,train
medqa,543,train
medqa,512,train
medqa,169,train
medqa,288,train
medqa,857,train
medqa,643,train
medqa,308,train
medqa,793,train
medqa,1013,train
medqa,17,train
medqa,1102,train
medqa,1010,train
medqa,879,train
medqa,1238,train
medqa,813,train
medqa,683,train
medqa,1236,train
medqa,1202,train
medqa,435,train
medqa,590,train
medqa,1040,train
medqa,62,train
medqa,1207,train
medqa,404,train
medqa,295,train
medqa,1209,train
medqa,284,train
medqa,488,train
medqa,537,train
medqa,699,train
medqa,12,train
medqa,691,train
medqa,77,train
medqa,338,train
medqa,824,train
medqa,93,train
medqa,860,train
medqa,741,train
medqa,724,train
medqa,47,train
medqa,230,train
medqa,330,train
medqa,389,train
medqa,706,train
medqa,1028,train
medqa,393,train
medqa,535,train
medqa,1026,train
medqa,259,train
medqa,833,train
medqa,1227,train
medqa,462,train
medqa,240,train
medqa,674,train
medqa,222,train
medqa,1097,train
medqa,40,train
medqa,121,train
medqa,1208,train
medqa,1121,train
medqa,1098,train
medqa,45,train
medqa,625,train
medqa,984,train
medqa,901,train
medqa,582,train
medqa,1132,train
medqa,516,train
medqa,1269,train
medqa,89,train
medqa,1043,train
medqa,381,train
medqa,973,train
medqa,778,train
medqa,70,train
medqa,387,train
medqa,190,train
medqa,1065,train
medqa,304,train
medqa,835,train
medqa,384,train
medqa,1032,train
medqa,1041,train
medqa,694,train
medqa,702,train
medqa,346,train
medqa,709,train
medqa,693,train
medqa,861,train
medqa,1114,train
medqa,652,train
medqa,670,train
medqa,1168,train
medqa,147,train
medqa,1167,train
medqa,825,train
medqa,173,train
medqa,1082,train
medqa,342,train
medqa,463,train
medqa,1068,train
medqa,432,train
medqa,391,train
medqa,974,train
medqa,119,train
medqa,603,train
medqa,1268,train
medqa,580,train
medqa,409,train
medqa,1232,val
medqa,648,val
medqa,839,val
medqa,849,val
medqa,1089,val
medqa,811,val
medqa,1080,val
medqa,898,val
medqa,935,val
medqa,334,val
medqa,511,val
medqa,394,val
medqa,627,val
medqa,859,val
medqa,531,val
medqa,1128,val
medqa,1174,val
medqa,817,val
medqa,1180,val
medqa,1005,val
medqa,1056,val
medqa,1149,val
medqa,61,val
medqa,916,val
medqa,1203,val
medqa,1122,val
medqa,732,val
medqa,1218,val
medqa,171,val
medqa,141,val
medqa,465,val
medqa,534,val
medqa,585,val
medqa,482,val
medqa,730,val
medqa,180,val
medqa,717,val
medqa,403,val
medqa,498,val
medqa,617,val
medqa,438,val
medqa,548,val
medqa,596,val
medqa,714,val
medqa,554,val
medqa,1154,val
medqa,94,val
medqa,671,val
medqa,940,val
medqa,736,val
medqa,947,val
medqa,795,val
medqa,303,val
medqa,1247,val
medqa,135,val
medqa,193,val
medqa,1265,val
medqa,911,val
medqa,445,val
medqa,746,val
medqa,904,val
medqa,1242,val
medqa,451,val
medqa,75,val
medqa,1006,val
medqa,618,val
medqa,667,val
medqa,885,val
medqa,66,val
medqa,110,val
medqa,856,val
medqa,595,val
medqa,845,val
medqa,312,val
medqa,137,val
medqa,473,val
medqa,1061,val
medqa,632,val
medqa,961,val
medqa,374,val
medqa,1171,val
medqa,1240,val
medqa,431,val
medqa,332,val
medqa,142,val
medqa,581,val
medqa,751,val
medqa,937,val
medqa,1233,val
medqa,345,val
medqa,624,val
medqa,243,val
medqa,826,val
medqa,2,val
medqa,735,val
medqa,8,val
medqa,806,val
medqa,553,val
medqa,899,val
medqa,365,val
medqa,1264,val
medqa,1257,val
medqa,584,val
medqa,81,val
medqa,538,val
medqa,792,val
medqa,983,val
medqa,375,val
medqa,455,val
medqa,725,val
medqa,420,val
medqa,719,val
medqa,159,val
medqa,515,val
medqa,779,val
medqa,484,val
medqa,514,val
medqa,837,val
medqa,862,val
medqa,573,val
medqa,777,val
medqa,988,val
medqa,371,val
medqa,1226,val
medqa,540,val
medqa,890,val
medqa,749,val
medqa,469,val
medqa,96,val
medqa,572,val
medqa,1035,val
medqa,229,val
medqa,247,val
medqa,962,val
medqa,575,val
medqa,1139,val
medqa,408,val
medqa,39,val
medqa,721,val
medqa,1159,val
medqa,1234,val
medqa,211,val
medqa,775,val
medqa,56,val
medqa,545,val
medqa,1025,val
medqa,524,val
medqa,237,val
medqa,740,val
medqa,1260,val
medqa,633,val
medqa,794,val
medqa,767,val
medqa,23,val
medqa,805,val
medqa,1038,val
medqa,108,val
medqa,1099,val
medqa,645,val
medqa,887,val
medqa,257,val
medqa,155,val
medqa,892,val
medqa,1169,val
medqa,874,val
medqa,400,val
medqa,956,val
medqa,592,val
medqa,607,val
medqa,675,val
medqa,917,val
medqa,1104,val
medqa,1095,val
medqa,459,val
medqa,340,val
medqa,964,val
medqa,619,val
medqa,162,val
medqa,157,val
medqa,579,val
medqa,232,val
medqa,1190,val
medqa,441,val
medqa,85,val
medqa,46,val
medqa,523,val
medqa,100,val
medqa,84,val
medqa,265,val
medqa,655,val
medqa,560,val
medqa,697,val
medqa,1250,val
medqa,225,val
medqa,551,val
medqa,933,val
medqa,140,val
medqa,563,val
medqa,1142,val
medqa,1228,val
medqa,658,val
medqa,1058,val
medqa,1172,val
medqa,493,val
medqa,273,val
medqa,1046,val
medqa,1091,val
medqa,372,val
medqa,328,val
medqa,114,val
medqa,533,val
medqa,999,val
medqa,842,val
medqa,450,val
medqa,392,val
medqa,952,val
medqa,976,val
medqa,1135,val
medqa,1239,val
medqa,1070,val
medqa,799,val
medqa,1199,val
medqa,15,val
medqa,139,val
medqa,477,val
medqa,22,val
medqa,1272,val
medqa,1039,val
medqa,1141,val
medqa,331,val
medqa,773,val
medqa,518,val
medqa,668,val
medqa,1196,val
medqa,957,val
medqa,508,val
medqa,29,val
medqa,969,val
medqa,823,val
medqa,283,val
medqa,189,val
medqa,510,val
medqa,333,val
medqa,11,val
medqa,144,val
medqa,126,val
medqa,858,val
medqa,1148,val
medqa,60,val
medqa,684,val
medqa,954,val
medqa,496,val
medqa,797,val
medqa,998,val
medqa,10,val
medqa,1198,test
medqa,615,test
medqa,616,test
medqa,52,test
medqa,742,test
medqa,600,test
medqa,1115,test
medqa,454,test
medqa,1016,test
medqa,315,test
medqa,848,test
medqa,1246,test
medqa,1000,test
medqa,196,test
medqa,13,test
medqa,966,test
medqa,1223,test
medqa,902,test
medqa,526,test
medqa,231,test
medqa,520,test
medqa,895,test
medqa,163,test
medqa,278,test
medqa,476,test
medqa,500,test
medqa,578,test
medqa,695,test
medqa,783,test
medqa,276,test
medqa,79,test
medqa,1071,test
medqa,1194,test
medqa,1163,test
medqa,1045,test
medqa,249,test
medqa,610,test
medqa,350,test
medqa,1083,test
medqa,542,test
medqa,506,test
medqa,1204,test
medqa,187,test
medqa,982,test
medqa,504,test
medqa,927,test
medqa,28,test
medqa,167,test
medqa,552,test
medqa,291,test
medqa,906,test
medqa,1078,test
medqa,164,test
medqa,246,test
medqa,711,test
medqa,208,test
medqa,491,test
medqa,317,test
medqa,1175,test
medqa,1263,test
medqa,1187,test
medqa,942,test
medqa,925,test
medqa,981,test
medqa,176,test
medqa,597,test
medqa,1009,test
medqa,816,test
medqa,202,test
medqa,107,test
medqa,1072,test
medqa,1150,test
medqa,661,test
medqa,129,test
medqa,368,test
medqa,1249,test
medqa,785,test
medqa,125,test
medqa,250,test
medqa,407,test
medqa,86,test
medqa,594,test
medqa,419,test
medqa,863,test
medqa,467,test
medqa,1001,test
medqa,558,test
medqa,1214,test
medqa,628,test
medqa,557,test
medqa,766,test
medqa,266,test
medqa,1087,test
medqa,756,test
medqa,653,test
medqa,417,test
medqa,87,test
medqa,870,test
medqa,876,test
medqa,168,test
medqa,1103,test
medqa,161,test
medqa,723,test
medqa,402,test
medqa,903,test
medqa,677,test
medqa,494,test
medqa,378,test
medqa,16,test
medqa,821,test
medqa,478,test
medqa,293,test
medqa,385,test
medqa,897,test
medqa,165,test
medqa,763,test
medqa,832,test
medqa,1113,test
medqa,1197,test
medqa,446,test
medqa,1255,test
medqa,1262,test
medqa,519,test
medqa,687,test
medqa,686,test
medqa,1118,test
medqa,1192,test
medqa,1042,test
medqa,1245,test
medqa,979,test
medqa,843,test
medqa,57,test
medqa,688,test
medqa,1243,test
medqa,1079,test
medqa,309,test
medqa,1017,test
medqa,33,test
medqa,245,test
medqa,286,test
medqa,718,test
medqa,264,test
medqa,1100,test
medqa,772,test
medqa,241,test
medqa,909,test
medqa,882,test
medqa,608,test
medqa,602,test
medqa,1007,test
medqa,880,test
medqa,589,test
medqa,483,test
medqa,306,test
medqa,872,test
medqa,326,test
medqa,279,test
medqa,464,test
medqa,1022,test
medqa,946,test
medqa,744,test
medqa,945,test
medqa,634,test
medqa,731,test
medqa,517,test
medqa,235,test
medqa,1215,test
medqa,214,test
medqa,1147,test
medqa,133,test
medqa,390,test
medqa,448,test
medqa,722,test
medqa,507,test
medqa,1090,test
medqa,704,test
medqa,1081,test
medqa,662,test
medqa,960,test
medqa,745,test
medqa,236,test
medqa,1048,test
medqa,297,test
medqa,497,test
medqa,1165,test
medqa,199,test
medqa,299,test
medqa,1015,test
medqa,1127,test
medqa,343,test
medqa,138,test
medqa,1024,test
medqa,609,test
medqa,67,test
medqa,753,test
medqa,1031,test
medqa,564,test
medqa,213,test
medqa,1184,test
medqa,920,test
medqa,92,test
medqa,471,test
medqa,1256,test
medqa,747,test
medqa,191,test
medqa,325,test
medqa,1201,test
medqa,200,test
medqa,936,test
medqa,1130,test
medqa,95,test
medqa,337,test
medqa,651,test
medqa,105,test
medqa,915,test
medqa,131,test
medqa,663,test
medqa,646,test
medqa,657,test
medqa,1094,test
medqa,360,test
medqa,255,test
medqa,547,test
medqa,258,test
medqa,362,test
medqa,1251,test
medqa,414,test
medqa,206,test
medqa,739,test
medqa,1020,test
medqa,831,test
medqa,160,test
medqa,1189,test
medqa,529,test
medqa,630,test
medqa,302,test
medqa,1219,test
medqa,101,test
medqa,49,test
medqa,626,test
medqa,944,test
medqa,970,test
medqa,921,test
medqa,72,test
medqa,376,test
medqa,715,test
medqa,987,test
medqa,203,test
medqa,327,test
medqa,685,test
medqa,88,test
medqa,994,test
medqa,132,test
medqa,513,test
